ef_id,region_code,confidence
ef_5b81f4ce,GLB,0.7
ef_bb67959b,GLB,0.7
ef_22abf367,GLB,0.7
ef_a4a2a3bd,GLB,0.7
ef_c4004d76,GLB,0.7
ef_e0e7263d,GLB,0.7
ef_2729a84f,GLB,0.7
ef_11b8ab94,GLB,0.7
ef_05c91579,GLB,0.7
ef_f66afd32,GLB,0.7
ef_047bae1c,GLB,0.7
ef_cf59940e,GLB,0.7
ef_24cc228f,GLB,0.7
ef_805cbecf,GLB,0.7
ef_a3636faf,GLB,0.7
ef_f9f54a5f,GLB,0.7
ef_cfcd77a8,GLB,0.7
ef_e50b9522,GLB,0.7
ef_30758f3e,GLB,0.7
ef_4b81f7e8,GLB,0.7
ef_62fd9379,GLB,0.7
ef_935efabf,GLB,0.7
ef_d1239263,GLB,0.7
ef_d5605aff,GLB,0.7
ef_056d7b47,GLB,0.7
ef_572e6fb0,GLB,0.7
ef_bf1eb29a,GLB,0.7
ef_d2c25802,GLB,0.7
ef_01afeffe,GLB,0.7
ef_6c1ccdc9,GLB,0.7
ef_d17dd535,GLB,0.7
ef_9aca6f0d,GLB,0.7
ef_e19c7e4c,GLB,0.7
ef_a30da749,GLB,0.7
ef_12bbb1f0,GLB,0.7
ef_bfdea479,GLB,0.7
ef_e7b7dd14,GLB,0.7
ef_ee8b0355,GLB,0.7
ef_6df9c906,GLB,0.7
ef_12843ac7,GLB,0.7
ef_ee0bc0fc,GLB,0.7
ef_700134e4,GLB,0.7
ef_4b2acc9c,GLB,0.7
ef_d4a0751d,GLB,0.7
ef_f3371cc9,GLB,0.7
ef_cdac6e11,GLB,0.7
ef_e9bc7b67,GLB,0.7
ef_becd5021,GLB,0.7
ef_70b78f22,GLB,0.7
ef_a7cbb4ee,GLB,0.7
ef_c3782540,GLB,0.7
ef_a6cebbf3,GLB,0.7
ef_148e067e,GLB,0.7
ef_8235c808,GLB,0.7
ef_34e980bc,GLB,0.7
ef_f579201c,GLB,0.7
ef_e84d5551,GLB,0.7
ef_0e27e005,GLB,0.7
ef_b3428a81,GLB,0.7
ef_2da7de92,GLB,0.7
ef_cfc2cef3,GLB,0.7
ef_4e0428eb,GLB,0.7
ef_243e25e0,GLB,0.7
ef_e8b0b016,GLB,0.7
ef_b6f3b271,GLB,0.7
ef_8a7fd526,GLB,0.7
ef_093b7352,GLB,0.7
ef_cbec9c3e,GLB,0.7
ef_a0565e76,GLB,0.7
ef_93b2b90c,GLB,0.7
ef_0412db8b,GLB,0.7
ef_728a51c0,GLB,0.7
ef_836e2e93,GLB,0.7
ef_abb62fa6,GLB,0.7
ef_29bf18e9,GLB,0.7
ef_11346ac0,GLB,0.7
ef_e095f63e,GLB,0.7
ef_bd5c572a,GLB,0.7
ef_db67d627,GLB,0.7
ef_7103a03e,GLB,0.7
ef_70a95572,GLB,0.7
ef_88c8389b,GLB,0.7
ef_71368699,GLB,0.7
ef_b35e7e11,GLB,0.7
ef_18be9599,GLB,0.7
ef_c8c7ffd8,GLB,0.7
ef_ce5b89af,GLB,0.7
ef_a3c7b629,GLB,0.7
ef_cc58e3ca,GLB,0.7
ef_fe6925a6,GLB,0.7
ef_2a5648d2,GLB,0.7
ef_3c94f488,GLB,0.7
ef_2b07471c,GLB,0.7
ef_74ed9bf7,GLB,0.7
ef_27afb516,GLB,0.7
ef_f5d0a525,GLB,0.7
ef_04e3aa2b,GLB,0.7
ef_400c9b4d,GLB,0.7
ef_336e40c0,GLB,0.7
ef_7e1ae6f0,GLB,0.7
ef_6e314b58,GLB,0.7
ef_7d2bf309,GLB,0.7
ef_a0b29533,GLB,0.7
ef_949b3f24,GLB,0.7
ef_770705ff,GLB,0.7
ef_216a5a97,GLB,0.7
ef_3e9df034,GLB,0.7
ef_0847a59a,GLB,0.7
ef_7fe84e87,GLB,0.7
ef_9874735a,GLB,0.7
ef_e764aa0c,GLB,0.7
ef_6713f69f,GLB,0.7
ef_0a130c03,GLB,0.7
ef_50a06b24,GLB,0.7
ef_f803062e,GLB,0.7
ef_baef7144,GLB,0.7
ef_b912dc03,GLB,0.7
ef_7b5c13fb,GLB,0.7
ef_8a327329,GLB,0.7
ef_a301131d,GLB,0.7
ef_277a9410,GLB,0.7
ef_eb37da53,GLB,0.7
ef_37eabfdf,GLB,0.7
ef_af15ed5d,GLB,0.7
ef_9f35f507,GLB,0.7
ef_02ef3fa6,GLB,0.7
ef_f935208d,GLB,0.7
ef_0e8179b5,GLB,0.7
ef_71b98993,GLB,0.7
ef_f3891696,GLB,0.7
ef_8ed667ec,GLB,0.7
ef_e25f5c14,GLB,0.7
ef_e94e5806,GLB,0.7
ef_1c3f94ee,GLB,0.7
ef_70a64ba7,GLB,0.7
ef_c7743372,GLB,0.7
ef_8a7b0b31,GLB,0.7
ef_b5ae423d,GLB,0.7
ef_507d7ca3,GLB,0.7
ef_6dfee19f,GLB,0.7
ef_20e63715,GLB,0.7
ef_69b8d874,GLB,0.7
ef_94c3f861,GLB,0.7
ef_91b6a537,GLB,0.7
ef_d02babbe,GLB,0.7
ef_40e924b7,GLB,0.7
ef_dcbd89b7,GLB,0.7
ef_7293797a,GLB,0.7
ef_c72aa448,GLB,0.7
ef_db33f3a3,GLB,0.7
ef_98bcb2c7,GLB,0.7
ef_2588af4e,GLB,0.7
ef_08fda7ff,GLB,0.7
ef_416577f0,GLB,0.7
ef_235500b3,GLB,0.7
ef_7382c341,GLB,0.7
ef_0e16d973,GLB,0.7
ef_511adf3f,GLB,0.7
ef_1765cb75,GLB,0.7
ef_6534b790,GLB,0.7
ef_93735c72,GLB,0.7
ef_543b45c6,GLB,0.7
ef_9e0163d2,GLB,0.7
ef_055d5843,GLB,0.7
ef_20136785,GLB,0.7
ef_359fa50f,GLB,0.7
ef_30ff0697,GLB,0.7
ef_7669213b,GLB,0.7
ef_2bd80c42,GLB,0.7
ef_171f9d39,GLB,0.7
ef_b8c22d11,GLB,0.7
ef_ae0b16b0,GLB,0.7
ef_89d39d34,GLB,0.7
ef_ff682443,GLB,0.7
ef_b37b7ad0,GLB,0.7
ef_5e2aacab,GLB,0.7
ef_db388d37,GLB,0.7
ef_e333d919,GLB,0.7
ef_9505a901,GLB,0.7
ef_ca05940e,GLB,0.7
ef_ec7f8a7e,GLB,0.7
ef_13467f44,GLB,0.7
ef_a7d1a35d,GLB,0.7
ef_d15ce7cf,GLB,0.7
ef_07fab676,GLB,0.7
ef_d34fdab9,GLB,0.7
ef_0c371a25,GLB,0.7
ef_4d3f85d8,GLB,0.7
ef_f0d4dcfc,GLB,0.7
ef_6c8424e7,GLB,0.7
ef_7941e73e,GLB,0.7
ef_acf64c47,GLB,0.7
ef_de1255ef,GLB,0.7
ef_df313b8d,GLB,0.7
ef_7f8d075d,GLB,0.7
ef_6e8c36a1,GLB,0.7
ef_78b07297,GLB,0.7
ef_f1b0b49b,GLB,0.7
ef_3c1cdf43,GLB,0.7
ef_c841acf1,GLB,0.7
ef_13466895,GLB,0.7
ef_b26c5f6a,GLB,0.7
ef_190ca324,GLB,0.7
ef_8b0a981f,GLB,0.7
ef_ffa6457a,GLB,0.7
ef_c0ac1b30,GLB,0.7
ef_6ca9e55a,GLB,0.7
ef_17bfa4d7,GLB,0.7
ef_8b6e9cb6,GLB,0.7
ef_b6c446ff,GLB,0.7
ef_85c0496e,GLB,0.7
ef_9ab83844,GLB,0.7
ef_636dcc91,GLB,0.7
ef_544898dc,GLB,0.7
ef_6d435953,GLB,0.7
ef_99e92fde,GLB,0.7
ef_04925313,GLB,0.7
ef_090dcfd3,GLB,0.7
ef_e6282f0b,GLB,0.7
ef_c787affd,GLB,0.7
ef_d337bc2a,GLB,0.7
ef_271e36d9,GLB,0.7
ef_ffe57b83,GLB,0.7
ef_01a655d6,GLB,0.7
ef_68d277c1,GLB,0.7
ef_3c9bf01f,GLB,0.7
ef_83f00a8e,GLB,0.7
ef_a834b2e5,GLB,0.7
ef_c87804aa,GLB,0.7
ef_9f849c06,GLB,0.7
ef_3a04a170,GLB,0.7
ef_885fe542,GLB,0.7
ef_7097b7f9,GLB,0.7
ef_0a83fab0,GLB,0.7
ef_06db3065,GLB,0.7
ef_08604b85,GLB,0.7
ef_eb4de9bc,GLB,0.7
ef_d38b5c8b,GLB,0.7
ef_498b4d9b,GLB,0.7
ef_5b6148e1,GLB,0.7
ef_41c9b4e4,GLB,0.7
ef_e3a42edc,GLB,0.7
ef_cef7e3ba,GLB,0.7
ef_bd7a9a47,GLB,0.7
ef_f0243f11,GLB,0.7
ef_9a6349b3,GLB,0.7
ef_f9f42f77,GLB,0.7
ef_ac6e4d5a,GLB,0.7
ef_8676e553,GLB,0.7
ef_17059f4c,GLB,0.7
ef_4dd16620,GLB,0.7
ef_b20479d3,GLB,0.7
ef_54ebfd8b,GLB,0.7
ef_882dd434,GLB,0.7
ef_7a6cb496,GLB,0.7
ef_ab765054,GLB,0.7
ef_39775e73,GLB,0.7
ef_6edbaa6f,GLB,0.7
ef_bebd644e,GLB,0.7
ef_db9cd7dd,GLB,0.7
ef_5ef44468,GLB,0.7
ef_41db3e77,GLB,0.7
ef_eeee665e,GLB,0.7
ef_74a6c2f7,GLB,0.7
ef_e033590e,GLB,0.7
ef_441f536b,GLB,0.7
ef_002ec75b,GLB,0.7
ef_ee34fa25,GLB,0.7
ef_8d928cb9,GLB,0.7
ef_b4ba86f2,GLB,0.7
ef_2988a5f9,GLB,0.7
ef_ec2d7983,GLB,0.7
ef_526d43e3,GLB,0.7
ef_79fa6881,GLB,0.7
ef_e0f716a8,GLB,0.7
ef_6d93e4dd,GLB,0.7
ef_1aa4bac2,GLB,0.7
ef_90656edf,GLB,0.7
ef_e97f30aa,GLB,0.7
ef_4a4fe497,GLB,0.7
ef_a341eee2,GLB,0.7
ef_73c4ba1a,GLB,0.7
ef_b95138be,GLB,0.7
ef_ae5e434c,GLB,0.7
ef_2cf941f1,GLB,0.7
ef_c6ea3336,GLB,0.7
ef_df848b63,GLB,0.7
ef_83bc4709,GLB,0.7
ef_0a468113,GLB,0.7
ef_ed40a159,GLB,0.7
ef_5851ae40,GLB,0.7
ef_709a491a,GLB,0.7
ef_e36feb94,GLB,0.7
ef_d8ff7112,GLB,0.7
ef_55713d91,GLB,0.7
ef_865867d3,GLB,0.7
ef_a8538b0d,GLB,0.7
ef_8a1520a3,GLB,0.7
ef_731f8e67,GLB,0.7
ef_73560769,GLB,0.7
ef_5bb9e3b2,GLB,0.7
ef_f819b7d7,GLB,0.7
ef_cba6b3f0,GLB,0.7
ef_1503c3e6,GLB,0.7
ef_1f3451e9,GLB,0.7
ef_e06b64ec,GLB,0.7
ef_608173b3,GLB,0.7
ef_83486b4f,GLB,0.7
ef_c47b677d,GLB,0.7
ef_1cc01d4b,GLB,0.7
ef_d5065309,GLB,0.7
ef_a47b6ba9,GLB,0.7
ef_70c4c605,GLB,0.7
ef_8d46b05c,GLB,0.7
ef_e0deeae9,GLB,0.7
ef_46effafe,GLB,0.7
ef_6c4db7e0,GLB,0.7
ef_23f96a34,GLB,0.7
ef_9dedac3d,GLB,0.7
ef_3edd7062,GLB,0.7
ef_6ff49cf2,GLB,0.7
ef_c86ae458,GLB,0.7
ef_53957d74,GLB,0.7
ef_b8578465,GLB,0.7
ef_f3ca2dde,GLB,0.7
ef_bb9ae657,GLB,0.7
ef_c64b0a44,GLB,0.7
ef_3171521c,GLB,0.7
ef_8d5bece1,GLB,0.7
ef_54d2335e,GLB,0.7
ef_2d4373f1,GLB,0.7
ef_163fb084,GLB,0.7
ef_96a34338,GLB,0.7
ef_71267372,GLB,0.7
ef_a59692b5,GLB,0.7
ef_008cb71f,GLB,0.7
ef_055ba446,GLB,0.7
ef_d8f2c9ee,GLB,0.7
ef_0899c6f2,GLB,0.7
ef_d9cee03b,GLB,0.7
ef_7322d550,GLB,0.7
ef_c5ee7cc8,GLB,0.7
ef_2bb58c6c,GLB,0.7
ef_112e6996,GLB,0.7
ef_a8d1b6d6,GLB,0.7
ef_fa26d29f,GLB,0.7
ef_7d5b0abf,GLB,0.7
ef_0031636d,GLB,0.7
ef_5e42abf3,GLB,0.7
ef_19d54598,GLB,0.7
ef_64365559,GLB,0.7
ef_38da2e6a,GLB,0.7
ef_f80a1d09,GLB,0.7
ef_fb71bc13,GLB,0.7
ef_0b460c97,GLB,0.7
ef_0d68f408,GLB,0.7
ef_61dc2a35,GLB,0.7
ef_c9e45cef,GLB,0.7
ef_478a50b3,GLB,0.7
ef_0e5c2e48,GLB,0.7
ef_341afa49,GLB,0.7
ef_0629066b,GLB,0.7
ef_2b7a800a,GLB,0.7
ef_0140e9b2,GLB,0.7
ef_c03cf561,GLB,0.7
ef_5746a42c,GLB,0.7
ef_1406bd88,GLB,0.7
ef_ff358cc7,GLB,0.7
ef_b7304f77,GLB,0.7
ef_7117a8b9,GLB,0.7
ef_2cb7f41c,GLB,0.7
ef_5784f2c6,GLB,0.7
ef_d4662eac,GLB,0.7
ef_2f6e9691,GLB,0.7
ef_051f036c,GLB,0.7
ef_2884d99b,GLB,0.7
ef_9685133f,GLB,0.7
ef_cbf662ac,GLB,0.7
ef_b40a8146,GLB,0.7
ef_f4d4b36d,GLB,0.7
ef_2d78eb55,GLB,0.7
ef_0bc69142,GLB,0.7
ef_5283fd7d,GLB,0.7
ef_e159d46b,GLB,0.7
ef_3171ff4a,GLB,0.7
ef_15bff6b7,GLB,0.7
ef_dcf64980,GLB,0.7
ef_67c541a9,GLB,0.7
ef_0d4b8e76,GLB,0.7
ef_eeaaf048,GLB,0.7
ef_ada18220,GLB,0.7
ef_67e7a6b0,GLB,0.7
ef_018b6f64,GLB,0.7
ef_bf3f0692,GLB,0.7
ef_be886cad,GLB,0.7
ef_b81efbfc,GLB,0.7
ef_51baf8a0,GLB,0.7
ef_2a0aa5e5,GLB,0.7
ef_39c0906d,GLB,0.7
ef_686cf0e6,GLB,0.7
ef_604268ff,GLB,0.7
ef_8b5d6385,GLB,0.7
ef_28f98905,GLB,0.7
ef_f60eaaf3,GLB,0.7
ef_ddf99a9b,GLB,0.7
ef_7195dbc2,GLB,0.7
ef_c2a26870,GLB,0.7
ef_815288c2,GLB,0.7
ef_8a6bc5f2,GLB,0.7
ef_344f1438,GLB,0.7
ef_168f5dea,GLB,0.7
ef_f7bd05ad,GLB,0.7
ef_717806e8,GLB,0.7
ef_70cce844,GLB,0.7
ef_f07a30cb,GLB,0.7
ef_f3a84986,GLB,0.7
ef_c38e134a,GLB,0.7
ef_5e4e8a47,GLB,0.7
ef_5571f33b,GLB,0.7
ef_f57dd142,GLB,0.7
ef_824a129a,GLB,0.7
ef_d7c320b5,GLB,0.7
ef_7336027e,GLB,0.7
ef_5e0af091,GLB,0.7
ef_7b7b1698,GLB,0.7
ef_efe37376,GLB,0.7
ef_a50f4f5c,GLB,0.7
ef_173fd059,GLB,0.7
ef_65970524,GLB,0.7
ef_fdbef06b,GLB,0.7
ef_e06583b6,GLB,0.7
ef_ee9ed9db,GLB,0.7
ef_0ddd0049,GLB,0.7
ef_0d38de6c,GLB,0.7
ef_77c47673,GLB,0.7
ef_76acee87,GLB,0.7
ef_46686424,GLB,0.7
ef_96d65800,GLB,0.7
ef_cee8e6f2,GLB,0.7
ef_506d5a59,GLB,0.7
ef_49ae3713,GLB,0.7
ef_44af06eb,GLB,0.7
ef_e3643024,GLB,0.7
ef_05d29aa2,GLB,0.7
ef_6580db30,GLB,0.7
ef_00932441,GLB,0.7
ef_6aded164,GLB,0.7
ef_6f45390e,GLB,0.7
ef_29bd0f57,GLB,0.7
ef_9e91463d,GLB,0.7
ef_1be6098e,GLB,0.7
ef_6d886146,GLB,0.7
ef_b96a2f09,GLB,0.7
ef_90a5d294,GLB,0.7
ef_a855e4cc,GLB,0.7
ef_5229158d,GLB,0.7
ef_e7fed0e0,GLB,0.7
ef_7cf85573,GLB,0.7
ef_3f1d6f72,GLB,0.7
ef_d7bddb20,GLB,0.7
ef_8d85125d,GLB,0.7
ef_283b403c,GLB,0.7
ef_aaebf76a,GLB,0.7
ef_d48398c6,GLB,0.7
ef_3f38ad40,GLB,0.7
ef_efa7ff08,GLB,0.7
ef_bad3dca7,GLB,0.7
ef_459be8dc,GLB,0.7
ef_14dfc83e,GLB,0.7
ef_c9060e4f,GLB,0.7
ef_b57e0a31,GLB,0.7
ef_78a0cbb9,GLB,0.7
ef_36382a2b,GLB,0.7
ef_91c97b26,GLB,0.7
ef_a9d57cef,GLB,0.7
ef_0943cad4,GLB,0.7
ef_9fa6e2c6,GLB,0.7
ef_d124e1f4,GLB,0.7
ef_09af6661,GLB,0.7
ef_2027e67f,GLB,0.7
ef_0500390d,GLB,0.7
ef_108486e3,GLB,0.7
ef_6a192371,GLB,0.7
ef_62249262,GLB,0.7
ef_bc436016,GLB,0.7
ef_9dde9dbf,GLB,0.7
ef_24019a99,GLB,0.7
ef_a0ac4018,GLB,0.7
ef_2b8234be,GLB,0.7
ef_0a43f921,GLB,0.7
ef_64c687b9,GLB,0.7
ef_38c6e0c6,GLB,0.7
ef_be842c9e,GLB,0.7
ef_dc0465e4,GLB,0.7
ef_15ff79b1,GLB,0.7
ef_59a7a70a,GLB,0.7
ef_218ccad6,GLB,0.7
ef_5b63ddea,GLB,0.7
ef_051765c5,GLB,0.7
ef_b956bc1e,GLB,0.7
ef_f97e5314,GLB,0.7
ef_8bd7cea1,GLB,0.7
ef_00ce4a38,GLB,0.7
ef_35e8efd4,GLB,0.7
ef_6f1404d6,GLB,0.7
ef_a8f38726,GLB,0.7
ef_60594d01,GLB,0.7
ef_fa6c2dd3,GLB,0.7
ef_8919fccd,GLB,0.7
ef_92fd8a67,GLB,0.7
ef_5deee528,GLB,0.7
ef_b59e5f17,GLB,0.7
ef_633b3129,GLB,0.7
ef_18dea577,GLB,0.7
ef_bd5ab94d,GLB,0.7
ef_bbf0d501,GLB,0.7
ef_21ce5ed0,GLB,0.7
ef_f0ecb8fd,GLB,0.7
ef_b1d78c6d,GLB,0.7
ef_fba9620a,GLB,0.7
ef_54c7c447,GLB,0.7
ef_cd8f8363,GLB,0.7
ef_396c6793,GLB,0.7
ef_12d4e34d,GLB,0.7
ef_ce81386f,GLB,0.7
ef_025f3174,GLB,0.7
ef_54e61031,GLB,0.7
ef_cf80550c,GLB,0.7
ef_03d8d04b,GLB,0.7
ef_a3895f2b,GLB,0.7
ef_fe2d059b,GLB,0.7
ef_ef2f2d64,GLB,0.7
ef_e098cf89,GLB,0.7
ef_6fb1fc8a,GLB,0.7
ef_540890dd,GLB,0.7
ef_8f4adc42,GLB,0.7
ef_5757d541,GLB,0.7
ef_95aefbc6,GLB,0.7
ef_d3db9a2b,GLB,0.7
ef_c01767cc,GLB,0.7
ef_c9ffe832,GLB,0.7
ef_78a2d441,GLB,0.7
ef_fb88c65d,GLB,0.7
ef_ff1b2ee1,GLB,0.7
ef_a12db468,GLB,0.7
ef_33cfa7d7,GLB,0.7
ef_0a30af22,GLB,0.7
ef_0e313301,GLB,0.7
ef_a9f9b77a,GLB,0.7
ef_faa2a772,GLB,0.7
ef_6c0f912d,GLB,0.7
ef_0e6a6309,GLB,0.7
ef_37bc75b3,GLB,0.7
ef_0ee836c4,GLB,0.7
ef_1343939a,GLB,0.7
ef_2030df00,GLB,0.7
ef_6ef844a4,GLB,0.7
ef_ae7e54d2,GLB,0.7
ef_77d778cd,GLB,0.7
ef_41b6a12c,GLB,0.7
ef_ae256c80,GLB,0.7
ef_6d7ecbec,GLB,0.7
ef_07a393ba,GLB,0.7
ef_642838e1,GLB,0.7
ef_5fdae2cc,GLB,0.7
ef_ddd4ea13,GLB,0.7
ef_f21f58e2,GLB,0.7
ef_4975c113,GLB,0.7
ef_df35b7f0,GLB,0.7
ef_17bc311e,GLB,0.7
ef_85665cce,GLB,0.7
ef_4dc4084c,GLB,0.7
ef_12389835,GLB,0.7
ef_0c6acadf,GLB,0.7
ef_e53a2e43,GLB,0.7
ef_3ee6f0b2,GLB,0.7
ef_1f16948c,GLB,0.7
ef_583d5a8f,GLB,0.7
ef_412afb0f,GLB,0.7
ef_01f680be,GLB,0.7
ef_0b9b17fa,GLB,0.7
ef_1c02940c,GLB,0.7
ef_fb47114c,GLB,0.7
ef_84c2724f,GLB,0.7
ef_971766c3,GLB,0.7
ef_251be749,GLB,0.7
ef_ba32ab66,GLB,0.7
ef_f2fb93ca,GLB,0.7
ef_6b7e06e1,GLB,0.7
ef_6c61d64d,GLB,0.7
ef_5f99acb4,GLB,0.7
ef_743f313e,GLB,0.7
ef_791e2473,GLB,0.7
ef_54cfef55,GLB,0.7
ef_64e8ceaa,GLB,0.7
ef_f40d2f87,GLB,0.7
ef_1fee090a,GLB,0.7
ef_0b9a211a,GLB,0.7
ef_673f11bf,GLB,0.7
ef_28d7a46c,GLB,0.7
ef_5ff67642,GLB,0.7
ef_15f08b5c,GLB,0.7
ef_89fcc568,GLB,0.7
ef_b6dfc709,GLB,0.7
ef_5da5b02d,GLB,0.7
ef_693f2c75,GLB,0.7
ef_2ed9d26d,GLB,0.7
ef_c20c3f42,GLB,0.7
ef_67dbe75e,GLB,0.7
ef_c96adb6a,GLB,0.7
ef_8b8e62ad,GLB,0.7
ef_dc696a78,GLB,0.7
ef_b57ab37b,GLB,0.7
ef_407a7baf,GLB,0.7
ef_bf7db6c1,GLB,0.7
ef_205f17ca,GLB,0.7
ef_e67a9bfc,GLB,0.7
ef_dd9e98a1,GLB,0.7
ef_10749580,GLB,0.7
ef_a127c8e2,GLB,0.7
ef_1ac6f545,GLB,0.7
ef_c7ee1211,GLB,0.7
ef_b95d3aec,GLB,0.7
ef_77b259ad,GLB,0.7
ef_1db7012b,GLB,0.7
ef_ca973705,GLB,0.7
ef_65cd9761,GLB,0.7
ef_8403e95c,GLB,0.7
ef_ee7bc901,GLB,0.7
ef_a7a2b753,GLB,0.7
ef_536e4016,GLB,0.7
ef_3de66eab,GLB,0.7
ef_6fe2b12c,GLB,0.7
ef_4b5ce935,GLB,0.7
ef_b7f2cf08,GLB,0.7
ef_cd0f7958,GLB,0.7
ef_76abf65a,GLB,0.7
ef_e1f61075,GLB,0.7
ef_be2c46f9,GLB,0.7
ef_404428e5,GLB,0.7
ef_77023ade,GLB,0.7
ef_5ff003ca,GLB,0.7
ef_be7e0ab3,GLB,0.7
ef_633f5de0,GLB,0.7
ef_b9df12b6,GLB,0.7
ef_492b0b56,GLB,0.7
ef_c26ff772,GLB,0.7
ef_e4436938,GLB,0.7
ef_22db8922,GLB,0.7
ef_bc95774c,GLB,0.7
ef_4bd88970,GLB,0.7
ef_a68a80be,GLB,0.7
ef_9e67e47b,GLB,0.7
ef_5c0586a1,GLB,0.7
ef_ee885278,GLB,0.7
ef_f26b033d,GLB,0.7
ef_afbf47a8,GLB,0.7
ef_65660390,GLB,0.7
ef_ba11fdec,GLB,0.7
ef_7a50538c,GLB,0.7
ef_a97727f2,GLB,0.7
ef_396d7d7e,GLB,0.7
ef_7e7f111f,GLB,0.7
ef_87397a49,GLB,0.7
ef_3cecbcba,GLB,0.7
ef_1cea5d2d,GLB,0.7
ef_75413b48,GLB,0.7
ef_a4afec1a,GLB,0.7
ef_037b18f8,GLB,0.7
ef_f085b051,GLB,0.7
ef_3dbc02ca,GLB,0.7
ef_212abdab,GLB,0.7
ef_07fc4233,GLB,0.7
ef_d0f8f7f6,GLB,0.7
ef_e8478df9,GLB,0.7
ef_818f1932,GLB,0.7
ef_2b7feb4f,GLB,0.7
ef_73823f48,GLB,0.7
ef_edc1a783,GLB,0.7
ef_f458caf6,GLB,0.7
ef_9bf56815,GLB,0.7
ef_fdaf7ff9,GLB,0.7
ef_200c85a3,GLB,0.7
ef_f3b183e2,GLB,0.7
ef_0d2bf19a,GLB,0.7
ef_438a9b50,GLB,0.7
ef_8a836a54,GLB,0.7
ef_7c4ff497,GLB,0.7
ef_e51066ec,GLB,0.7
ef_db6e7376,GLB,0.7
ef_addf0224,GLB,0.7
ef_53ddd657,GLB,0.7
ef_5eaa2e1f,GLB,0.7
ef_32fa15dd,GLB,0.7
ef_b3535a4f,GLB,0.7
ef_471445b7,GLB,0.7
ef_712001d8,GLB,0.7
ef_cf8ee38e,GLB,0.7
ef_049aa261,GLB,0.7
ef_4f4d6020,GLB,0.7
ef_5e259ea0,GLB,0.7
ef_9032cf20,GLB,0.7
ef_9997a695,GLB,0.7
ef_9ae084e6,GLB,0.7
ef_2d14b720,GLB,0.7
ef_49de54f7,GLB,0.7
ef_2ab3f0f9,GLB,0.7
ef_4c7c9637,GLB,0.7
ef_02a2cf5c,GLB,0.7
ef_ccb605db,GLB,0.7
ef_70896e47,GLB,0.7
ef_7d594f06,GLB,0.7
ef_ed2b46a7,GLB,0.7
ef_ef8f8dff,GLB,0.7
ef_646b8311,GLB,0.7
ef_459afbb9,GLB,0.7
ef_a6f3307c,GLB,0.7
ef_1931f730,GLB,0.7
ef_237899d4,GLB,0.7
ef_b0d4c59f,GLB,0.7
ef_b22d7fc0,GLB,0.7
ef_43b2a7c1,GLB,0.7
ef_006b75d2,GLB,0.7
ef_f2752412,GLB,0.7
ef_703a5e4f,GLB,0.7
ef_37f3145d,GLB,0.7
ef_c00af0dc,GLB,0.7
ef_3469ce55,GLB,0.7
ef_c54ec4c1,GLB,0.7
ef_e36bd6d6,GLB,0.7
ef_cc056111,GLB,0.7
ef_492e5544,GLB,0.7
ef_4c9500c6,GLB,0.7
ef_af06baa6,GLB,0.7
ef_5023b248,GLB,0.7
ef_44489327,GLB,0.7
ef_d2227d6c,GLB,0.7
ef_66ba92c4,GLB,0.7
ef_8fc7fcc9,GLB,0.7
ef_3ebddddb,GLB,0.7
ef_7da719a4,GLB,0.7
ef_0afbc45a,GLB,0.7
ef_f87ea7c4,GLB,0.7
ef_f7b33266,GLB,0.7
ef_005c8e4d,GLB,0.7
ef_69b2d651,GLB,0.7
ef_25a78e34,GLB,0.7
ef_691b8cbd,GLB,0.7
ef_3193664d,GLB,0.7
ef_e5de0c6f,GLB,0.7
ef_8775e855,GLB,0.7
ef_51943f9d,GLB,0.7
ef_f580c914,GLB,0.7
ef_2ba7a22b,GLB,0.7
ef_2c6bf207,GLB,0.7
ef_5c0dcc6d,GLB,0.7
ef_a1602059,GLB,0.7
ef_9b8af2fe,GLB,0.7
ef_a2ef3314,GLB,0.7
ef_ff736062,GLB,0.7
ef_e4ae4b6a,GLB,0.7
ef_37cb489b,GLB,0.7
ef_97bebe80,GLB,0.7
ef_aaef78dc,GLB,0.7
ef_af085988,GLB,0.7
ef_225f741f,GLB,0.7
ef_5c67e867,GLB,0.7
ef_b1b6c1dd,GLB,0.7
ef_ce635277,GLB,0.7
ef_d771e582,GLB,0.7
ef_d6476403,GLB,0.7
ef_d0f45f99,GLB,0.7
ef_cac2616b,GLB,0.7
ef_20491d88,GLB,0.7
ef_a27c60ce,GLB,0.7
ef_a35beaf0,GLB,0.7
ef_91f42aa4,GLB,0.7
ef_f7aa7b28,GLB,0.7
ef_200646ff,GLB,0.7
ef_3cf6d883,GLB,0.7
ef_89664c69,GLB,0.7
ef_6e5d58f1,GLB,0.7
ef_eae3051a,GLB,0.7
ef_6284f270,GLB,0.7
ef_4646661d,GLB,0.7
ef_f5234fb0,GLB,0.7
ef_b22b3b02,GLB,0.7
ef_2582e2e9,GLB,0.7
ef_9000840e,GLB,0.7
ef_019f404f,GLB,0.7
ef_8c45faf6,GLB,0.7
ef_7a52bb12,GLB,0.7
ef_6c9cfdf3,GLB,0.7
ef_908added,GLB,0.7
ef_70f91aa8,GLB,0.7
ef_488a3917,GLB,0.7
ef_227150b2,GLB,0.7
ef_6cbd831e,GLB,0.7
ef_d8ebd2a2,GLB,0.7
ef_8fad3361,GLB,0.7
ef_e47ba73f,GLB,0.7
ef_e4f67765,GLB,0.7
