region,sector,gas_type,time_period,multiplier,confidence,description,reference,year
China,Forestry,CH4,2000-2010,0.9,0.62,Forestry CH4 multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Forestry,N2O,2000-2010,0.72,0.74,Forestry N2O multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Forestry,F-gases,2000-2010,0.55,0.89,Forestry F-gases multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Forestry,CO2,2010-2019,0.57,0.7,Forestry CO2 multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Forestry,CH4,2010-2019,0.72,0.82,Forestry CH4 multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Forestry,N2O,2010-2019,0.48,0.87,Forestry N2O multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Forestry,F-gases,2010-2019,0.5,0.76,Forestry F-gases multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Forestry,CO2,2019-present,0.64,0.63,Forestry CO2 multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Forestry,CH4,2019-present,0.76,0.61,Forestry CH4 multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Forestry,N2O,2019-present,0.47,0.74,Forestry N2O multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Forestry,F-gases,2019-present,0.52,0.83,Forestry F-gases multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,CO2,1990-2000,0.49,0.65,Forestry CO2 multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,CH4,1990-2000,0.64,0.74,Forestry CH4 multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,N2O,1990-2000,0.51,0.78,Forestry N2O multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,F-gases,1990-2000,0.37,0.85,Forestry F-gases multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,CO2,2000-2010,0.6,0.69,Forestry CO2 multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,CH4,2000-2010,0.64,0.81,Forestry CH4 multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,N2O,2000-2010,0.52,0.88,Forestry N2O multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,F-gases,2000-2010,0.43,0.83,Forestry F-gases multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,CO2,2010-2019,0.52,0.65,Forestry CO2 multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,CH4,2010-2019,0.6,0.64,Forestry CH4 multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,N2O,2010-2019,0.46,0.63,Forestry N2O multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,F-gases,2010-2019,0.35,0.69,Forestry F-gases multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,CO2,2019-present,0.46,0.82,Forestry CO2 multiplier for Japan in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,CH4,2019-present,0.55,0.73,Forestry CH4 multiplier for Japan in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,N2O,2019-present,0.43,0.7,Forestry N2O multiplier for Japan in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Forestry,F-gases,2019-present,0.37,0.77,Forestry F-gases multiplier for Japan in 2019-present,IPCC AR6 WG3 (Simulated),2022
India,Forestry,CO2,1990-2000,0.48,0.62,Forestry CO2 multiplier for India in 1990-2000,IPCC AR6 WG3 (Simulated),2022
India,Forestry,CH4,1990-2000,0.66,0.77,Forestry CH4 multiplier for India in 1990-2000,IPCC AR6 WG3 (Simulated),2022
India,Forestry,N2O,1990-2000,0.52,0.87,Forestry N2O multiplier for India in 1990-2000,IPCC AR6 WG3 (Simulated),2022
India,Forestry,F-gases,1990-2000,0.38,0.75,Forestry F-gases multiplier for India in 1990-2000,IPCC AR6 WG3 (Simulated),2022
India,Forestry,CO2,2000-2010,0.64,0.61,Forestry CO2 multiplier for India in 2000-2010,IPCC AR6 WG3 (Simulated),2022
India,Forestry,CH4,2000-2010,0.79,0.74,Forestry CH4 multiplier for India in 2000-2010,IPCC AR6 WG3 (Simulated),2022
India,Forestry,N2O,2000-2010,0.53,0.67,Forestry N2O multiplier for India in 2000-2010,IPCC AR6 WG3 (Simulated),2022
India,Forestry,F-gases,2000-2010,0.5,0.67,Forestry F-gases multiplier for India in 2000-2010,IPCC AR6 WG3 (Simulated),2022
India,Forestry,CO2,2010-2019,0.43,0.72,Forestry CO2 multiplier for India in 2010-2019,IPCC AR6 WG3 (Simulated),2022
India,Forestry,CH4,2010-2019,0.56,0.86,Forestry CH4 multiplier for India in 2010-2019,IPCC AR6 WG3 (Simulated),2022
India,Forestry,N2O,2010-2019,0.4,0.84,Forestry N2O multiplier for India in 2010-2019,IPCC AR6 WG3 (Simulated),2022
India,Forestry,F-gases,2010-2019,0.4,0.61,Forestry F-gases multiplier for India in 2010-2019,IPCC AR6 WG3 (Simulated),2022
India,Forestry,CO2,2019-present,0.37,0.8,Forestry CO2 multiplier for India in 2019-present,IPCC AR6 WG3 (Simulated),2022
India,Forestry,CH4,2019-present,0.47,0.62,Forestry CH4 multiplier for India in 2019-present,IPCC AR6 WG3 (Simulated),2022
India,Forestry,N2O,2019-present,0.37,0.78,Forestry N2O multiplier for India in 2019-present,IPCC AR6 WG3 (Simulated),2022
India,Forestry,F-gases,2019-present,0.29,0.81,Forestry F-gases multiplier for India in 2019-present,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,CO2,1990-2000,0.39,0.65,Forestry CO2 multiplier for Australia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,CH4,1990-2000,0.47,0.68,Forestry CH4 multiplier for Australia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,N2O,1990-2000,0.39,0.62,Forestry N2O multiplier for Australia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,F-gases,1990-2000,0.28,0.82,Forestry F-gases multiplier for Australia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,CO2,2000-2010,0.45,0.66,Forestry CO2 multiplier for Australia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,CH4,2000-2010,0.56,0.85,Forestry CH4 multiplier for Australia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,N2O,2000-2010,0.36,0.64,Forestry N2O multiplier for Australia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,F-gases,2000-2010,0.33,0.73,Forestry F-gases multiplier for Australia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,CO2,2010-2019,0.34,0.68,Forestry CO2 multiplier for Australia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,CH4,2010-2019,0.4,0.74,Forestry CH4 multiplier for Australia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,N2O,2010-2019,0.3,0.74,Forestry N2O multiplier for Australia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,F-gases,2010-2019,0.28,0.63,Forestry F-gases multiplier for Australia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,CO2,2019-present,0.27,0.84,Forestry CO2 multiplier for Australia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,CH4,2019-present,0.34,0.82,Forestry CH4 multiplier for Australia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,N2O,2019-present,0.28,0.63,Forestry N2O multiplier for Australia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Australia,Forestry,F-gases,2019-present,0.21,0.65,Forestry F-gases multiplier for Australia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,CO2,1990-2000,0.36,0.8,Forestry CO2 multiplier for South Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,CH4,1990-2000,0.45,0.61,Forestry CH4 multiplier for South Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,N2O,1990-2000,0.35,0.89,Forestry N2O multiplier for South Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,F-gases,1990-2000,0.3,0.72,Forestry F-gases multiplier for South Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,CO2,2000-2010,0.4,0.63,Forestry CO2 multiplier for South Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,CH4,2000-2010,0.51,0.62,Forestry CH4 multiplier for South Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,N2O,2000-2010,0.33,0.75,Forestry N2O multiplier for South Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,F-gases,2000-2010,0.36,0.64,Forestry F-gases multiplier for South Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,CO2,2010-2019,0.32,0.65,Forestry CO2 multiplier for South Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,CH4,2010-2019,0.35,0.77,Forestry CH4 multiplier for South Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,N2O,2010-2019,0.25,0.7,Forestry N2O multiplier for South Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,F-gases,2010-2019,0.24,0.62,Forestry F-gases multiplier for South Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,CO2,2019-present,0.27,0.61,Forestry CO2 multiplier for South Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,CH4,2019-present,0.35,0.65,Forestry CH4 multiplier for South Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,N2O,2019-present,0.24,0.66,Forestry N2O multiplier for South Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Africa,Forestry,F-gases,2019-present,0.24,0.89,Forestry F-gases multiplier for South Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,CO2,1990-2000,0.85,0.62,Forestry CO2 multiplier for Middle East and North Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,CH4,1990-2000,0.97,0.84,Forestry CH4 multiplier for Middle East and North Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,N2O,1990-2000,0.66,0.82,Forestry N2O multiplier for Middle East and North Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,F-gases,1990-2000,0.6,0.8,Forestry F-gases multiplier for Middle East and North Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,CO2,2000-2010,0.88,0.78,Forestry CO2 multiplier for Middle East and North Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,CH4,2000-2010,0.99,0.61,Forestry CH4 multiplier for Middle East and North Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,N2O,2000-2010,0.78,0.87,Forestry N2O multiplier for Middle East and North Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,F-gases,2000-2010,0.65,0.73,Forestry F-gases multiplier for Middle East and North Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,CO2,2010-2019,0.62,0.69,Forestry CO2 multiplier for Middle East and North Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,CH4,2010-2019,0.8,0.86,Forestry CH4 multiplier for Middle East and North Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,N2O,2010-2019,0.55,0.71,Forestry N2O multiplier for Middle East and North Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,F-gases,2010-2019,0.58,0.65,Forestry F-gases multiplier for Middle East and North Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,CO2,2019-present,0.63,0.63,Forestry CO2 multiplier for Middle East and North Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,CH4,2019-present,0.68,0.83,Forestry CH4 multiplier for Middle East and North Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,N2O,2019-present,0.52,0.74,Forestry N2O multiplier for Middle East and North Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Forestry,F-gases,2019-present,0.5,0.63,Forestry F-gases multiplier for Middle East and North Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,CO2,1990-2000,0.36,0.77,Forestry CO2 multiplier for Sub-Saharan Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,CH4,1990-2000,0.45,0.85,Forestry CH4 multiplier for Sub-Saharan Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,N2O,1990-2000,0.36,0.81,Forestry N2O multiplier for Sub-Saharan Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,F-gases,1990-2000,0.33,0.89,Forestry F-gases multiplier for Sub-Saharan Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,CO2,2000-2010,0.43,0.68,Forestry CO2 multiplier for Sub-Saharan Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,CH4,2000-2010,0.55,0.78,Forestry CH4 multiplier for Sub-Saharan Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,N2O,2000-2010,0.38,0.84,Forestry N2O multiplier for Sub-Saharan Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,F-gases,2000-2010,0.35,0.78,Forestry F-gases multiplier for Sub-Saharan Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,CO2,2010-2019,0.37,0.63,Forestry CO2 multiplier for Sub-Saharan Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,CH4,2010-2019,0.43,0.86,Forestry CH4 multiplier for Sub-Saharan Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,N2O,2010-2019,0.28,0.78,Forestry N2O multiplier for Sub-Saharan Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,F-gases,2010-2019,0.24,0.72,Forestry F-gases multiplier for Sub-Saharan Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,CO2,2019-present,0.35,0.75,Forestry CO2 multiplier for Sub-Saharan Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,CH4,2019-present,0.4,0.83,Forestry CH4 multiplier for Sub-Saharan Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,N2O,2019-present,0.29,0.73,Forestry N2O multiplier for Sub-Saharan Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Sub-Saharan Africa,Forestry,F-gases,2019-present,0.24,0.65,Forestry F-gases multiplier for Sub-Saharan Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,CO2,1990-2000,0.37,0.74,Forestry CO2 multiplier for Least Developed Countries in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,CH4,1990-2000,0.42,0.84,Forestry CH4 multiplier for Least Developed Countries in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,N2O,1990-2000,0.38,0.7,Forestry N2O multiplier for Least Developed Countries in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,F-gases,1990-2000,0.33,0.66,Forestry F-gases multiplier for Least Developed Countries in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,CO2,2000-2010,0.41,0.76,Forestry CO2 multiplier for Least Developed Countries in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,CH4,2000-2010,0.47,0.88,Forestry CH4 multiplier for Least Developed Countries in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,N2O,2000-2010,0.36,0.86,Forestry N2O multiplier for Least Developed Countries in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,F-gases,2000-2010,0.36,0.73,Forestry F-gases multiplier for Least Developed Countries in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,CO2,2010-2019,0.36,0.75,Forestry CO2 multiplier for Least Developed Countries in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,CH4,2010-2019,0.43,0.77,Forestry CH4 multiplier for Least Developed Countries in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,N2O,2010-2019,0.29,0.81,Forestry N2O multiplier for Least Developed Countries in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,F-gases,2010-2019,0.24,0.75,Forestry F-gases multiplier for Least Developed Countries in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,CO2,2019-present,0.29,0.77,Forestry CO2 multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,CH4,2019-present,0.32,0.73,Forestry CH4 multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,N2O,2019-present,0.24,0.62,Forestry N2O multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Least Developed Countries,Forestry,F-gases,2019-present,0.21,0.82,Forestry F-gases multiplier for Least Developed Countries in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,Waste,CO2,1990-2000,1.28,0.86,Waste CO2 multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,Waste,CH4,1990-2000,1.64,0.64,Waste CH4 multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,Waste,N2O,1990-2000,1.03,0.77,Waste N2O multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,Waste,F-gases,1990-2000,0.92,0.87,Waste F-gases multiplier for Global in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Global,Waste,CO2,2000-2010,1.42,0.69,Waste CO2 multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,Waste,CH4,2000-2010,1.8,0.89,Waste CH4 multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,Waste,N2O,2000-2010,1.34,0.87,Waste N2O multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,Waste,F-gases,2000-2010,1.25,0.84,Waste F-gases multiplier for Global in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Global,Waste,CO2,2010-2019,1.14,0.7,Waste CO2 multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,Waste,CH4,2010-2019,1.5,0.79,Waste CH4 multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,Waste,N2O,2010-2019,1.04,0.67,Waste N2O multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,Waste,F-gases,2010-2019,0.89,0.73,Waste F-gases multiplier for Global in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Global,Waste,CO2,2019-present,1.02,0.9,Waste CO2 multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,Waste,CH4,2019-present,1.21,0.66,Waste CH4 multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,Waste,N2O,2019-present,0.87,0.72,Waste N2O multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
Global,Waste,F-gases,2019-present,0.83,0.64,Waste F-gases multiplier for Global in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,Waste,CO2,1990-2000,0.84,0.87,Waste CO2 multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,Waste,CH4,1990-2000,1.13,0.79,Waste CH4 multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,Waste,N2O,1990-2000,0.81,0.73,Waste N2O multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,Waste,F-gases,1990-2000,0.78,0.73,Waste F-gases multiplier for North America in 1990-2000,IPCC AR6 WG3 (Simulated),2022
North America,Waste,CO2,2000-2010,1.04,0.89,Waste CO2 multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,Waste,CH4,2000-2010,1.15,0.73,Waste CH4 multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,Waste,N2O,2000-2010,0.9,0.7,Waste N2O multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,Waste,F-gases,2000-2010,0.9,0.78,Waste F-gases multiplier for North America in 2000-2010,IPCC AR6 WG3 (Simulated),2022
North America,Waste,CO2,2010-2019,0.85,0.71,Waste CO2 multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,Waste,CH4,2010-2019,0.86,0.83,Waste CH4 multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,Waste,N2O,2010-2019,0.63,0.79,Waste N2O multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,Waste,F-gases,2010-2019,0.62,0.6,Waste F-gases multiplier for North America in 2010-2019,IPCC AR6 WG3 (Simulated),2022
North America,Waste,CO2,2019-present,0.74,0.67,Waste CO2 multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,Waste,CH4,2019-present,0.81,0.9,Waste CH4 multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,Waste,N2O,2019-present,0.62,0.84,Waste N2O multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
North America,Waste,F-gases,2019-present,0.59,0.83,Waste F-gases multiplier for North America in 2019-present,IPCC AR6 WG3 (Simulated),2022
